prompt,completion,item,response,target,type,confidence_1,confidence_2,confidence_3,confidence_4,confidence_5,score_1,score_2,score_3,score_4,score_5
"AUT Prompt:bottle
Response:use as a flower pot vase
Score:
",25,bottle,use as a flower pot vase,2.5,uses,0.32893053181843374,0.5193009186629342,0.682133339508084,0.750011991330734,0.7931582875563836,3.0,3.109976920896648,3.0121111069072843,2.9567129570339516,2.9862667347087566
"AUT Prompt:paperclip
Response:artwork when used with hundreds of them
Score:
",25,paperclip,artwork when used with hundreds of them,2.5,uses,0.1813524687802765,0.33647145554715124,0.45918067400887463,0.5799874623721596,0.6740718837498274,2.0,2.230508389656158,2.2490789908979134,2.3430022607085292,2.3230425423479075
"AUT Prompt:rope
Response:tying someone up
Score:
",23,rope,tying someone up,2.3,uses,0.3416474573665767,0.6035976494095027,0.704588434806098,0.8009545154329931,0.847191466219072,1.0,1.1301944394411696,1.2118663889673067,1.2465329102954055,1.2439932956167263
"AUT Prompt:paperclip
Response:scratch oneself
Score:
",18,paperclip,scratch oneself,1.8,uses,0.34059850502593975,0.6605611898220489,0.7596809957117021,0.8257090210992645,0.8710893750478742,2.2,2.3453140252830953,2.3915918776503062,2.3842677105790324,2.416344957796031
"AUT Prompt:rope
Response:making a necklace
Score:
",17,rope,making a necklace,1.7,uses,0.17861386178030045,0.3199090561489333,0.40428027030985386,0.48110113500558593,0.5555584701698999,1.3,1.4766692022658503,1.3771907901299738,1.5245423474082114,1.588264370734826
"AUT Prompt:brick
Response:pottery
Score:
",22,brick,pottery,2.2,uses,0.1234511188559928,0.21663691227834805,0.30148354272282196,0.3707333442466986,0.436811966477825,2.0,2.1290442045757527,2.2334424380625264,2.3205913796536404,2.4233687507189017
"AUT Prompt:shoe
Response:boot
Score:
",13,shoe,boot,1.3,uses,0.7156375895571544,0.8587741122523773,0.9203363635434474,0.9440707257208607,0.9625550655703305,1.0,1.0500026214063929,1.0600361012076562,1.0710969912812796,1.0774130507028439
"AUT Prompt:brick
Response:a boomerang
Score:
",25,brick,a boomerang,2.5,uses,0.14255233265360895,0.2851046653072179,0.3590598338404128,0.424325041001079,0.4856360291550364,3.0,2.85,2.98387980223915,3.017121134037973,2.951835187733027
"AUT Prompt:table
Response:wheel (if it's round)
Score:
",40,table,wheel (if it's round),4.0,uses,0.14437751181566502,0.26407068509060283,0.3800812865686083,0.4676506828147713,0.5538624414098335,3.0,3.453261872796941,3.406482400417921,3.4988954767169584,3.5146329561025604
"AUT Prompt:paperclip
Response:used as tokens
Score:
",30,paperclip,used as tokens,3.0,uses,0.23509803067807833,0.4458385433692406,0.631816393068281,0.7377833776071832,0.8242711097535412,2.0,2.2363417383102164,2.2550798191111134,2.247168767551396,2.2946826812092826
"AUT Prompt:pants
Response:fishing net
Score:
",45,pants,fishing net,4.5,uses,0.18124345431928124,0.32461882760125405,0.434548550511096,0.528576425334229,0.6102692586889649,3.3,3.388334601132925,3.2900958311528226,3.3808021189518658,3.289667503764847
"AUT Prompt:paperclip
Response:to open a jammed cd tray
Score:
",30,paperclip,to open a jammed cd tray,3.0,uses,0.22379863104293196,0.40362588304663716,0.5752182456314937,0.7088545119816525,0.7672358730429272,2.5,2.5891059070079145,2.7116790150832153,2.6152151117156683,2.6292759679146993
"AUT Prompt:sock
Response:make a puppet
Score:
",27,sock,make a puppet,2.7,uses,0.4203046388645385,0.6383558130000873,0.7479988289690817,0.8320650453859273,0.8611175523837238,2.7,2.8024747498314952,2.875402897358659,2.82737140862329,2.853438462413487
"AUT Prompt:spoon
Response:Attach it on your face and become metal man
Score:
",36,spoon,Attach it on your face and become metal man,3.6,uses,0.29932537097741785,0.5324402042877696,0.6296169342362141,0.7167255919817483,0.7960389274249644,3.6,3.2059588507972183,3.313078983153576,3.275028311744679,3.27751636580704
"AUT Prompt:box
Response:flowerpot
Score:
",28,box,flowerpot,2.8,uses,0.20237861586325756,0.3290239175563942,0.4390552624723415,0.5260972205352825,0.607865572952472,1.7,1.7384912144483933,1.8040277558385378,1.7206371560143858,1.690957671713798
"AUT Prompt:brick
Response:study the
Score:
",14,brick,study the,1.4,uses,0.10879313978444932,0.21260427897848855,0.308613887860718,0.40313500572355565,0.4947480145160736,1.7,1.8464850185887505,1.8320235551577746,1.7072825615727178,1.668899832226201
"AUT Prompt:brick
Response:make things to sit on
Score:
",17,brick,make things to sit on,1.7,uses,0.15965028095572512,0.3073026538272612,0.44385877564605786,0.5762134940485633,0.6616681229509195,1.7,1.5078085287808372,1.351577837575316,1.3856700164557265,1.465010911001527
"AUT Prompt:box
Response:prayer box - stick prayers in them
Score:
",15,box,prayer box - stick prayers in them,1.5,uses,0.16111333782765622,0.2635231857381447,0.3484239316443659,0.421043387940167,0.483158100554386,2.0,2.116585393756111,2.0150756883331464,2.1332080056706912,2.1803627140173365
"AUT Prompt:box
Response:a birdhouse
Score:
",23,box,a birdhouse,2.3,uses,0.1859401744033276,0.31779152800648336,0.41888546754196104,0.5109325469617402,0.5921638094416535,1.7,1.8244696683044987,1.8185641514992867,1.779188715483311,1.795761246608379
"AUT Prompt:knife
Response:carve name in a tree
Score:
",13,knife,carve name in a tree,1.3,uses,0.3907718473184079,0.6593451215763637,0.7922985332890568,0.891101119336658,0.9668556898199296,1.0,1.122200012771392,1.2191590204710407,1.2502978154332312,1.2463569073489018
"AUT Prompt:box
Response:as a footrest
Score:
",20,box,as a footrest,2.0,uses,0.28046638521677636,0.41715478469800116,0.5203326120767056,0.620335991433209,0.7172625902654778,1.7,1.5689326796717142,1.5552638763738897,1.6269590801001295,1.650342800445134
"AUT Prompt:tire
Response:paperweight
Score:
",30,tire,paperweight,3.0,uses,0.14281816946796386,0.28342214844880886,0.39817977154926765,0.5094066737677425,0.6155401252997144,2.3,2.399218765894184,2.4859055891973996,2.598156039978648,2.632958638976587
"AUT Prompt:knife
Response:as jewelry
Score:
",25,knife,as jewelry,2.5,uses,0.2974960593400437,0.5441289550768642,0.6535716500818547,0.7349025550298142,0.8002537730940589,1.7,1.8359785544046157,1.913680452183857,1.9785678295459217,2.037482229796259
"AUT Prompt:brick
Response:make students balance on their head once they have done something bad
Score:
",22,brick,make students balance on their head once they have done something bad,2.2,uses,0.13077578330869324,0.2294905235312279,0.32516813048760723,0.3985266963894738,0.46326540357591894,3.0,3.129044204575753,3.0028020580567976,3.094323475118072,3.220886622068802
"AUT Prompt:paperclip
Response:One side can be sharpend to be used
Score:
",40,paperclip,One side can be sharpend to be used,4.0,uses,0.23056054106291696,0.41873857034003015,0.5927747973903326,0.6888867301959898,0.7763976408678023,3.0,2.8651822096605724,2.7579662243740577,2.7638306825519345,2.700279051406225
"AUT Prompt:bottle
Response:storage container
Score:
",18,bottle,storage container,1.8,uses,0.18877744451854697,0.3404643825925337,0.4785769113949102,0.6124401644077448,0.7150766807292425,1.5,1.5891059070079148,1.649967841211392,1.726475631127261,1.6652626531984114
"AUT Prompt:rope
Response:to hand stuff on
Score:
",25,rope,to hand stuff on,2.5,uses,0.16146812891078843,0.315542093859035,0.46487570125441885,0.5486442630042571,0.6214236506940002,1.3,1.1535149814112498,1.3290642282167489,1.4315046042830974,1.4395265921077893
"AUT Prompt:brick
Response:building home
Score:
",10,brick,building home,1.0,uses,0.7780288758531715,0.8439206545155548,0.9039158017174146,0.9629808103752606,0.9767924719778701,1.0,1.015615633604846,1.0344909335955843,1.0385089716838372,1.0450343679154817
"AUT Prompt:box
Response:homemade putt putt course
Score:
",37,box,homemade putt putt course,3.7,uses,0.15378728463549754,0.2916413156369084,0.41329708317003044,0.47352105516703463,0.5175818543172878,2.7,2.9836100859722596,2.988434527402025,2.9135954804079494,2.972027845107952
"AUT Prompt:knife
Response:to attach a magnet to and use as a magnet
Score:
",23,knife,to attach a magnet to and use as a magnet,2.3,uses,0.26457661761711654,0.4873724670987598,0.5619997288130096,0.6343309510644246,0.6872496037243729,2.7,2.837141015048249,2.898603497743288,2.8531517061555043,2.8490589912800295
"AUT Prompt:rope
Response:to tie hair up
Score:
",13,rope,to tie hair up,1.3,uses,0.16968948007019574,0.31036700009728074,0.41490966649688693,0.4976097224808769,0.5752992353676428,1.3,1.4813047392061545,1.3600328459475384,1.4663919403884378,1.5789639726601616
"AUT Prompt:brick
Response:offices
Score:
",12,brick,offices,1.2,uses,0.13009530262442792,0.25618799357728106,0.37280466916026495,0.4858334268294389,0.5871517503872548,1.7,1.355468304995443,1.3381173170280394,1.3757791935767214,1.4834941166694335
"AUT Prompt:bottle
Response:a hose
Score:
",33,bottle,a hose,3.3,uses,0.25899772528618237,0.4136523308087241,0.5501345411528097,0.6368879123367726,0.7209721628911316,2.7,2.812162746831509,2.7099097914159556,2.7902886365874497,2.7097828894017426
"AUT Prompt:knife
Response:to cut paper
Score:
",15,knife,to cut paper,1.5,uses,0.6214827026722077,0.8648588259209483,0.9105878446256827,0.9542227791019698,0.9933368815734182,1.0,1.0844216822287431,1.1153355502028564,1.1192071070345286,1.1342013879397723
"AUT Prompt:brick
Response:smash open nuts
Score:
",35,brick,smash open nuts,3.5,uses,0.1540744117633928,0.27406768429598916,0.3922006335689492,0.4886179367397139,0.5637078079507385,2.0,2.0875646998228405,1.970828118834853,2.0752477928979505,2.1051863781856692
"AUT Prompt:toothbrush
Response:A surprising use for a toothbrush would be to wash your car with it.
Score:
",24,toothbrush,A surprising use for a toothbrush would be to wash your car with it.,2.4,uses,0.2741508710121433,0.519898123531409,0.6599206872416996,0.7778315075908274,0.8439734833166165,2.4,2.5418050429861294,2.702679529459702,2.7477500881165224,2.6969860872900795
"AUT Prompt:box
Response:dropping it off a building
Score:
",16,box,dropping it off a building,1.6,uses,0.13382406358996393,0.25192338519939106,0.35452985394808906,0.4295983501156617,0.49380783754059016,1.3,1.4875162506504973,1.6358370400741853,1.6645230592936038,1.5781155910934248
"AUT Prompt:box
Response:stepping stool
Score:
",16,box,stepping stool,1.6,uses,0.24816210429501961,0.36723159509552206,0.47231005191929043,0.575759418268317,0.6684908309436618,1.7,1.79727062626749,1.686638998124827,1.7070070953553487,1.6782915775089426
"AUT Prompt:table
Response:decorate
Score:
",28,table,decorate,2.8,uses,0.25317738739170337,0.3804829726004338,0.49108798177613106,0.5999782192245555,0.7006852260995616,2.0,2.100376832375956,2.190381731217133,2.1013821951646126,2.115556183111868
"AUT Prompt:pants
Response:cut into small pieces for decoration or use for other purposes
Score:
",28,pants,cut into small pieces for decoration or use for other purposes,2.8,uses,0.19373049243967422,0.34939731632685034,0.5002747755436775,0.6089477327018868,0.6860083984865276,2.5,2.589105907007915,2.713027119486548,2.6393182015438095,2.5675023369452177
"AUT Prompt:brick
Response:use as arm extension in yoga pose
Score:
",42,brick,use as arm extension in yoga pose,4.2,uses,0.13076954545260344,0.235845827174828,0.330035597365393,0.3978779438218693,0.46261356304563017,3.0,2.8663411394881284,2.990104238798574,2.8724342558637668,2.862298201106784
"AUT Prompt:knife
Response:shelving unit
Score:
",20,knife,shelving unit,2.0,uses,0.152247194422552,0.29305283149974604,0.4153868889990939,0.5200247534517186,0.6198709012251935,2.0,2.2402393390239532,2.257839230425578,2.34680953110049,2.452022652014957
"AUT Prompt:knife
Response:balancing on fingers
Score:
",20,knife,balancing on fingers,2.0,uses,0.23543220119256944,0.43680803438033466,0.5709532321794136,0.6660764212830282,0.7582729775316295,1.7,1.838305033793695,1.9467800525411534,2.0257860704642208,2.107762092714655
"AUT Prompt:rope
Response:head wear
Score:
",17,rope,head wear,1.7,uses,0.15104017771149486,0.27431557797028394,0.3901220992969502,0.4648924091422525,0.5373622783964133,1.3,1.479757053785904,1.337342677412455,1.4439202260167565,1.4649694906721376
"AUT Prompt:rope
Response:pull someone out a burning building
Score:
",23,rope,pull someone out a burning building,2.3,uses,0.18561020060203784,0.3599748476390219,0.479813824115506,0.5791638251074473,0.632342048561757,1.7,1.506247966289206,1.379806761233815,1.4861949647359667,1.5125851033078261
"AUT Prompt:box
Response:collect things in it
Score:
",10,box,collect things in it,1.0,uses,0.5706914974548462,0.7941774989547721,0.8645004964512154,0.932659882772765,0.9648560971264185,1.0,1.0844216822287431,1.1182269988481923,1.1242030225617978,1.1434167508731992
"AUT Prompt:brick
Response:break glass object
Score:
",13,brick,break glass object,1.3,uses,0.15450647100406048,0.29518621375352133,0.38051278239889813,0.4632141285138245,0.5446333090995206,2.0,1.8570261046808973,1.7769662122452463,1.8703476435277677,1.859831122785334
"AUT Prompt:brick
Response:slide
Score:
",23,brick,slide,2.3,uses,0.107068260427708,0.20764958288621205,0.29641228841370426,0.36341389372554395,0.4263560769849589,2.0,2.145314025283095,2.0119616669682565,2.0466297696214917,2.1135600039144906
"AUT Prompt:knife
Response:to deflate balloons
Score:
",17,knife,to deflate balloons,1.7,uses,0.578754458465078,0.6963355550222152,0.782359722932101,0.8433599922360339,0.8815329853480088,1.7,1.7506570843794063,1.7011051972358011,1.6865592485273746,1.6568291965604005
"AUT Prompt:bottle
Response:broken into bits for mosaic
Score:
",38,bottle,broken into bits for mosaic,3.8,uses,0.1636301632277697,0.2890897863858324,0.40694819523617254,0.5159494047889599,0.6232607072229589,3.8,3.8867963027864416,3.774774189580735,3.6744717947172068,3.7133026164969625
"AUT Prompt:knife
Response:a wood shaver
Score:
",13,knife,a wood shaver,1.3,uses,0.39549957356201637,0.5823203381314244,0.6854925631062088,0.7809112729310134,0.8664440516225687,1.7,1.5716714822848972,1.485630258854691,1.5484805451475103,1.5436946899833108
"AUT Prompt:rope
Response:circular rug
Score:
",19,rope,circular rug,1.9,uses,0.08810006572614879,0.16957930695724713,0.24261682675783158,0.30911824530576315,0.3745886549220071,2.3,2.492191471219163,2.374125907805535,2.5087718421539296,2.6470622866546423
"AUT Prompt:brick
Response:paint on as a work of art
Score:
",17,brick,paint on as a work of art,1.7,uses,0.18611031307939346,0.2938227095048538,0.3934403915076142,0.4773268901902603,0.5537064164207022,2.0,2.1832948797711653,2.2128441934816894,2.3511807210974194,2.399297648177384
"AUT Prompt:brick
Response:Play tag
Score:
",14,brick,Play tag,1.4,uses,0.13024606629431557,0.2488364591842807,0.3411947500317311,0.42528793080768545,0.4950036263113599,1.7,1.8429738953191026,1.96668667195787,1.9337273250719273,1.8444739562505792
"AUT Prompt:brick
Response:sit on it
Score:
",17,brick,sit on it,1.7,uses,0.25721774397036384,0.4232900013359361,0.5653391306689739,0.700883356773678,0.8150230273516832,1.0,1.1177010490501325,1.2640115634065192,1.3096494997315664,1.2942936663889537
"AUT Prompt:brick
Response:centerpiece (painted), drill a hole and put in flowers
Score:
",28,brick,"centerpiece (painted), drill a hole and put in flowers",2.8,uses,0.14678459602753177,0.25417450056989316,0.3378098423214476,0.4201485382835827,0.49395646832593354,3.0,2.8732486095557435,2.780839297843676,2.8825819229280585,2.750704826460654
"AUT Prompt:paperclip
Response:Hang something from your keychain
Score:
",25,paperclip,Hang something from your keychain,2.5,uses,0.3205523748191375,0.4403340460188223,0.5427887387765468,0.6436550187510103,0.7354948117816188,2.0,2.1360122755470115,2.053712292996792,2.076636835463719,2.104527755254142
"AUT Prompt:paperclip
Response:CAN BE USED TO DIG UNDER THE NA
Score:
",27,paperclip,CAN BE USED TO DIG UNDER THE NA,2.7,uses,0.1757249834678223,0.29096825273076643,0.4009341484695498,0.5109000442083331,0.6126018723766038,2.5,2.420786361961228,2.5796497233740325,2.454886177611701,2.4955790402526397
"AUT Prompt:shovel
Response:hitting
Score:
",25,shovel,hitting,2.5,uses,0.17931629881868605,0.3279747319037145,0.4384482988274797,0.540619646088685,0.6086804362637042,3.0,2.864021445595384,2.7723008307835313,2.9098282126639696,2.897547556851695
"AUT Prompt:spoon
Response:to make armour 
Score:
",48,spoon,to make armour ,4.8,uses,0.24041203864901187,0.3932272280676873,0.4982554693915545,0.6000523314412484,0.6562698979270988,3.9,3.666829183976491,3.5262669608623027,3.53877552323315,3.5782850569927223
